 issuer_tax_number|reception_number|debtor_tax_number|debtor_name|reception_date|purchase_order_number|net_amount|iva_amount|total_amount|state|invoice_number
911440008|1014271639|731540008|Jhonny Debtor Receptions|01/10/2039|234|123123|23123|1231232|APROBADO 21|99
911440008|1014271640|731540008|Jhonny Debtor Receptions|01/10/2039|234|123123|23123|1231232|APROBADO 21|99
911440008|1014271641|731540008|Jhonny Debtor Receptions|01/10/2040|234|123123|23123|1231232|APROBADO 22|99
911440008|1014271642|731540008|Jhonny Debtor Receptions|01/10/2040|234|123123|23123|1231232|APROBADO 22|99
911440008|1014271643|731540008|Jhonny Debtor Receptions|01/10/2041|234|123123|23123|1231232|APROBADO 23|99
911440008|1014271644|731540008|Jhonny Debtor Receptions|01/10/2041|234|123123|23123|1231232|APROBADO 23|99
911440008|1014271645|731540008|Jhonny Debtor Receptions|01/10/2042|234|123123|23123|1231232|APROBADO 24|99
911440008|1014271646|731540008|Jhonny Debtor Receptions|01/10/2042|234|123123|23123|1231232|APROBADO 24|99
911440008|1014271647|731540008|Jhonny Debtor Receptions|01/10/2043|234|123123|23123|1231232|APROBADO 25|99
911440008|1014271648|731540008|Jhonny Debtor Receptions|01/10/2043|234|123123|23123|1231232|APROBADO 25|99
911440008|1014271649|731540008|Jhonny Debtor Receptions|01/10/2044|234|123123|23123|1231232|APROBADO 26|99
911440008|1014271650|731540008|Jhonny Debtor Receptions|01/10/2044|234|123123|23123|1231232|APROBADO 26|99
911440008|1014271651|731540008|Jhonny Debtor Receptions|01/10/2045|234|123123|23123|1231232|APROBADO 27|99
911440008|1014271652|731540008|Jhonny Debtor Receptions|01/10/2045|234|123123|23123|1231232|APROBADO 27|99
911440008|1014271653|731540008|Jhonny Debtor Receptions|01/10/2046|234|123123|23123|1231232|APROBADO 28|99
911440008|1014271654|731540008|Jhonny Debtor Receptions|01/10/2046|234|123123|23123|1231232|APROBADO 28|99
911440008|1014271655|731540008|Jhonny Debtor Receptions|01/10/2047|234|123123|23123|1231232|APROBADO 29|99
911440008|1014271656|731540008|Jhonny Debtor Receptions|01/10/2047|234|123123|23123|1231232|APROBADO 29|99
911440008|1014271657|731540008|Jhonny Debtor Receptions|01/10/2048|234|123123|23123|1231232|APROBADO 30|99
911440008|1014271658|731540008|Jhonny Debtor Receptions|01/10/2048|234|123123|23123|1231232|APROBADO 30|99
911440008|1014271659|731540008|Jhonny Debtor Receptions|01/10/2049|234|123123|23123|1231232|APROBADO 31|99
911440008|1014271660|731540008|Jhonny Debtor Receptions|01/10/2049|234|123123|23123|1231232|APROBADO 31|99
911440008|1014271661|731540008|Jhonny Debtor Receptions|01/10/2050|234|123123|23123|1231232|APROBADO 32|99
911440008|1014271662|731540008|Jhonny Debtor Receptions|01/10/2050|234|123123|23123|1231232|APROBADO 32|99
911440008|1014271663|731540008|Jhonny Debtor Receptions|01/10/2051|234|123123|23123|1231232|APROBADO 33|99
911440008|1014271664|731540008|Jhonny Debtor Receptions|01/10/2051|234|123123|23123|1231232|APROBADO 33|99
911440008|1014271665|731540008|Jhonny Debtor Receptions|01/10/2052|234|123123|23123|1231232|APROBADO 34|99
911440008|1014271666|731540008|Jhonny Debtor Receptions|01/10/2052|234|123123|23123|1231232|APROBADO 34|99
911440008|1014271667|731540008|Jhonny Debtor Receptions|01/10/2053|234|123123|23123|1231232|APROBADO 35|99
911440008|1014271668|731540008|Jhonny Debtor Receptions|01/10/2053|234|123123|23123|1231232|APROBADO 35|99
911440008|1014271669|731540008|Jhonny Debtor Receptions|01/10/2054|234|123123|23123|1231232|APROBADO 36|99
911440008|1014271670|731540008|Jhonny Debtor Receptions|01/10/2054|234|123123|23123|1231232|APROBADO 36|99
911440008|1014271671|731540008|Jhonny Debtor Receptions|01/10/2055|234|123123|23123|1231232|APROBADO 37|99
911440008|1014271672|731540008|Jhonny Debtor Receptions|01/10/2055|234|123123|23123|1231232|APROBADO 37|99
911440008|1014271673|731540008|Jhonny Debtor Receptions|01/10/2056|234|123123|23123|1231232|APROBADO 38|99
911440008|1014271674|731540008|Jhonny Debtor Receptions|01/10/2056|234|123123|23123|1231232|APROBADO 38|99
911440008|1014271675|731540008|Jhonny Debtor Receptions|01/10/2057|234|123123|23123|1231232|APROBADO 39|99
911440008|1014271676|731540008|Jhonny Debtor Receptions|01/10/2057|234|123123|23123|1231232|APROBADO 39|99
911440008|1014271677|731540008|Jhonny Debtor Receptions|01/10/2058|234|123123|23123|1231232|APROBADO 40|99
911440008|1014271678|731540008|Jhonny Debtor Receptions|01/10/2058|234|123123|23123|1231232|APROBADO 40|99
911440008|1014271679|731540008|Jhonny Debtor Receptions|01/10/2059|234|123123|23123|1231232|APROBADO 41|99
911440008|1014271680|731540008|Jhonny Debtor Receptions|01/10/2059|234|123123|23123|1231232|APROBADO 41|99
911440008|1014271681|731540008|Jhonny Debtor Receptions|01/10/2060|234|123123|23123|1231232|APROBADO 42|99
911440008|1014271682|731540008|Jhonny Debtor Receptions|01/10/2060|234|123123|23123|1231232|APROBADO 42|99
911440008|1014271683|731540008|Jhonny Debtor Receptions|01/10/2061|234|123123|23123|1231232|APROBADO 43|99
911440008|1014271684|731540008|Jhonny Debtor Receptions|01/10/2061|234|123123|23123|1231232|APROBADO 43|99
911440008|1014271685|731540008|Jhonny Debtor Receptions|01/10/2062|234|123123|23123|1231232|APROBADO 44|99
911440008|1014271686|731540008|Jhonny Debtor Receptions|01/10/2062|234|123123|23123|1231232|APROBADO 44|99
911440008|1014271687|731540008|Jhonny Debtor Receptions|01/10/2063|234|123123|23123|1231232|APROBADO 45|99
911440008|1014271688|731540008|Jhonny Debtor Receptions|01/10/2063|234|123123|23123|1231232|APROBADO 45|99
911440008|1014271689|731540008|Jhonny Debtor Receptions|01/10/2064|234|123123|23123|1231232|APROBADO 46|99
911440008|1014271690|731540008|Jhonny Debtor Receptions|01/10/2064|234|123123|23123|1231232|APROBADO 46|99
911440008|1014271691|731540008|Jhonny Debtor Receptions|01/10/2065|234|123123|23123|1231232|APROBADO 47|99
911440008|1014271692|731540008|Jhonny Debtor Receptions|01/10/2065|234|123123|23123|1231232|APROBADO 47|99
911440008|1014271693|731540008|Jhonny Debtor Receptions|01/10/2066|234|123123|23123|1231232|APROBADO 48|99
911440008|1014271694|731540008|Jhonny Debtor Receptions|01/10/2066|234|123123|23123|1231232|APROBADO 48|99
911440008|1014271695|731540008|Jhonny Debtor Receptions|01/10/2067|234|123123|23123|1231232|APROBADO 49|99
911440008|1014271696|731540008|Jhonny Debtor Receptions|01/10/2067|234|123123|23123|1231232|APROBADO 49|99
911440008|1014271697|731540008|Jhonny Debtor Receptions|01/10/2068|234|123123|23123|1231232|APROBADO 50|99
911440008|1014271698|731540008|Jhonny Debtor Receptions|01/10/2068|234|123123|23123|1231232|APROBADO 50|99
911440008|1014271699|731540008|Jhonny Debtor Receptions|01/10/2069|234|123123|23123|1231232|APROBADO 51|99
911440008|1014271700|731540008|Jhonny Debtor Receptions|01/10/2069|234|123123|23123|1231232|APROBADO 51|99
911440008|1014271701|731540008|Jhonny Debtor Receptions|01/10/2070|234|123123|23123|1231232|APROBADO 52|99
911440008|1014271702|731540008|Jhonny Debtor Receptions|01/10/2070|234|123123|23123|1231232|APROBADO 52|99
911440008|1014271703|731540008|Jhonny Debtor Receptions|01/10/2071|234|123123|23123|1231232|APROBADO 53|99
911440008|1014271704|731540008|Jhonny Debtor Receptions|01/10/2071|234|123123|23123|1231232|APROBADO 53|99
911440008|1014271705|731540008|Jhonny Debtor Receptions|01/10/2072|234|123123|23123|1231232|APROBADO 54|99
911440008|1014271706|731540008|Jhonny Debtor Receptions|01/10/2072|234|123123|23123|1231232|APROBADO 54|99
911440008|1014271707|731540008|Jhonny Debtor Receptions|01/10/2073|234|123123|23123|1231232|APROBADO 55|99
911440008|1014271708|731540008|Jhonny Debtor Receptions|01/10/2073|234|123123|23123|1231232|APROBADO 55|99
911440008|1014271709|731540008|Jhonny Debtor Receptions|01/10/2074|234|123123|23123|1231232|APROBADO 56|99
911440008|1014271710|731540008|Jhonny Debtor Receptions|01/10/2074|234|123123|23123|1231232|APROBADO 56|99
911440008|1014271711|731540008|Jhonny Debtor Receptions|01/10/2075|234|123123|23123|1231232|APROBADO 57|99
911440008|1014271712|731540008|Jhonny Debtor Receptions|01/10/2075|234|123123|23123|1231232|APROBADO 57|99
911440008|1014271713|731540008|Jhonny Debtor Receptions|01/10/2076|234|123123|23123|1231232|APROBADO 58|99
911440008|1014271714|731540008|Jhonny Debtor Receptions|01/10/2076|234|123123|23123|1231232|APROBADO 58|99
911440008|1014271715|731540008|Jhonny Debtor Receptions|01/10/2077|234|123123|23123|1231232|APROBADO 59|99
911440008|1014271716|731540008|Jhonny Debtor Receptions|01/10/2077|234|123123|23123|1231232|APROBADO 59|99
911440008|1014271717|731540008|Jhonny Debtor Receptions|01/10/2078|234|123123|23123|1231232|APROBADO 60|99
911440008|1014271718|731540008|Jhonny Debtor Receptions|01/10/2078|234|123123|23123|1231232|APROBADO 60|99
911440008|1014271719|731540008|Jhonny Debtor Receptions|01/10/2079|234|123123|23123|1231232|APROBADO 61|99
911440008|1014271720|731540008|Jhonny Debtor Receptions|01/10/2079|234|123123|23123|1231232|APROBADO 61|99
911440008|1014271721|731540008|Jhonny Debtor Receptions|01/10/2080|234|123123|23123|1231232|APROBADO 62|99
911440008|1014271722|731540008|Jhonny Debtor Receptions|01/10/2080|234|123123|23123|1231232|APROBADO 62|99
911440008|1014271723|731540008|Jhonny Debtor Receptions|01/10/2081|234|123123|23123|1231232|APROBADO 63|99
911440008|1014271724|731540008|Jhonny Debtor Receptions|01/10/2081|234|123123|23123|1231232|APROBADO 63|99
911440008|1014271725|731540008|Jhonny Debtor Receptions|01/10/2082|234|123123|23123|1231232|APROBADO 64|99
911440008|1014271726|731540008|Jhonny Debtor Receptions|01/10/2082|234|123123|23123|1231232|APROBADO 64|99
911440008|1014271727|731540008|Jhonny Debtor Receptions|01/10/2083|234|123123|23123|1231232|APROBADO 65|99
911440008|1014271728|731540008|Jhonny Debtor Receptions|01/10/2083|234|123123|23123|1231232|APROBADO 65|99
911440008|1014271729|731540008|Jhonny Debtor Receptions|01/10/2084|234|123123|23123|1231232|APROBADO 66|99
911440008|1014271730|731540008|Jhonny Debtor Receptions|01/10/2084|234|123123|23123|1231232|APROBADO 66|99
911440008|1014271731|731540008|Jhonny Debtor Receptions|01/10/2085|234|123123|23123|1231232|APROBADO 67|99
911440008|1014271732|731540008|Jhonny Debtor Receptions|01/10/2085|234|123123|23123|1231232|APROBADO 67|99
911440008|1014271733|731540008|Jhonny Debtor Receptions|01/10/2086|234|123123|23123|1231232|APROBADO 68|99
911440008|1014271734|731540008|Jhonny Debtor Receptions|01/10/2086|234|123123|23123|1231232|APROBADO 68|99
911440008|1014271735|731540008|Jhonny Debtor Receptions|01/10/2087|234|123123|23123|1231232|APROBADO 69|99
911440008|1014271736|731540008|Jhonny Debtor Receptions|01/10/2087|234|123123|23123|1231232|APROBADO 69|99
911440008|1014271737|731540008|Jhonny Debtor Receptions|01/10/2088|234|123123|23123|1231232|APROBADO 70|99
911440008|1014271738|731540008|Jhonny Debtor Receptions|01/10/2088|234|123123|23123|1231232|APROBADO 70|99
911440008|1014271739|731540008|Jhonny Debtor Receptions|01/10/2089|234|123123|23123|1231232|APROBADO 71|99
911440008|1014271740|731540008|Jhonny Debtor Receptions|01/10/2089|234|123123|23123|1231232|APROBADO 71|99
911440008|1014271741|731540008|Jhonny Debtor Receptions|01/10/2090|234|123123|23123|1231232|APROBADO 72|99
911440008|1014271742|731540008|Jhonny Debtor Receptions|01/10/2090|234|123123|23123|1231232|APROBADO 72|99
911440008|1014271743|731540008|Jhonny Debtor Receptions|01/10/2091|234|123123|23123|1231232|APROBADO 73|99
911440008|1014271744|731540008|Jhonny Debtor Receptions|01/10/2091|234|123123|23123|1231232|APROBADO 73|99
911440008|1014271745|731540008|Jhonny Debtor Receptions|01/10/2092|234|123123|23123|1231232|APROBADO 74|99
911440008|1014271746|731540008|Jhonny Debtor Receptions|01/10/2092|234|123123|23123|1231232|APROBADO 74|99
911440008|1014271747|731540008|Jhonny Debtor Receptions|01/10/2093|234|123123|23123|1231232|APROBADO 75|99
911440008|1014271748|731540008|Jhonny Debtor Receptions|01/10/2093|234|123123|23123|1231232|APROBADO 75|99
911440008|1014271749|731540008|Jhonny Debtor Receptions|01/10/2094|234|123123|23123|1231232|APROBADO 76|99
911440008|1014271750|731540008|Jhonny Debtor Receptions|01/10/2094|234|123123|23123|1231232|APROBADO 76|99
911440008|1014271751|731540008|Jhonny Debtor Receptions|01/10/2095|234|123123|23123|1231232|APROBADO 77|99
911440008|1014271752|731540008|Jhonny Debtor Receptions|01/10/2095|234|123123|23123|1231232|APROBADO 77|99
911440008|1014271753|731540008|Jhonny Debtor Receptions|01/10/2096|234|123123|23123|1231232|APROBADO 78|99
911440008|1014271754|731540008|Jhonny Debtor Receptions|01/10/2096|234|123123|23123|1231232|APROBADO 78|99
911440008|1014271755|731540008|Jhonny Debtor Receptions|01/10/2097|234|123123|23123|1231232|APROBADO 79|99
911440008|1014271756|731540008|Jhonny Debtor Receptions|01/10/2097|234|123123|23123|1231232|APROBADO 79|99
911440008|1014271757|731540008|Jhonny Debtor Receptions|01/10/2098|234|123123|23123|1231232|APROBADO 80|99
911440008|1014271758|731540008|Jhonny Debtor Receptions|01/10/2098|234|123123|23123|1231232|APROBADO 80|99
911440008|1014271759|731540008|Jhonny Debtor Receptions|01/10/2099|234|123123|23123|1231232|APROBADO 81|99
911440008|1014271760|731540008|Jhonny Debtor Receptions|01/10/2099|234|123123|23123|1231232|APROBADO 81|99
911440008|1014271761|731540008|Jhonny Debtor Receptions|01/10/2100|234|123123|23123|1231232|APROBADO 82|99
911440008|1014271762|731540008|Jhonny Debtor Receptions|01/10/2100|234|123123|23123|1231232|APROBADO 82|99
911440008|1014271763|731540008|Jhonny Debtor Receptions|01/10/2101|234|123123|23123|1231232|APROBADO 83|99
911440008|1014271764|731540008|Jhonny Debtor Receptions|01/10/2101|234|123123|23123|1231232|APROBADO 83|99
911440008|1014271765|731540008|Jhonny Debtor Receptions|01/10/2102|234|123123|23123|1231232|APROBADO 84|99
911440008|1014271766|731540008|Jhonny Debtor Receptions|01/10/2102|234|123123|23123|1231232|APROBADO 84|99
911440008|1014271767|731540008|Jhonny Debtor Receptions|01/10/2103|234|123123|23123|1231232|APROBADO 85|99
911440008|1014271768|731540008|Jhonny Debtor Receptions|01/10/2103|234|123123|23123|1231232|APROBADO 85|99
911440008|1014271769|731540008|Jhonny Debtor Receptions|01/10/2104|234|123123|23123|1231232|APROBADO 86|99
911440008|1014271770|731540008|Jhonny Debtor Receptions|01/10/2104|234|123123|23123|1231232|APROBADO 86|99
911440008|1014271771|731540008|Jhonny Debtor Receptions|01/10/2105|234|123123|23123|1231232|APROBADO 87|99
911440008|1014271772|731540008|Jhonny Debtor Receptions|01/10/2105|234|123123|23123|1231232|APROBADO 87|99
911440008|1014271773|731540008|Jhonny Debtor Receptions|01/10/2106|234|123123|23123|1231232|APROBADO 88|99
911440008|1014271774|731540008|Jhonny Debtor Receptions|01/10/2106|234|123123|23123|1231232|APROBADO 88|99
911440008|1014271775|731540008|Jhonny Debtor Receptions|01/10/2107|234|123123|23123|1231232|APROBADO 89|99
911440008|1014271776|731540008|Jhonny Debtor Receptions|01/10/2107|234|123123|23123|1231232|APROBADO 89|99
911440008|1014271777|731540008|Jhonny Debtor Receptions|01/10/2108|234|123123|23123|1231232|APROBADO 90|99
911440008|1014271778|731540008|Jhonny Debtor Receptions|01/10/2108|234|123123|23123|1231232|APROBADO 90|99
911440008|1014271779|731540008|Jhonny Debtor Receptions|01/10/2109|234|123123|23123|1231232|APROBADO 91|99
911440008|1014271780|731540008|Jhonny Debtor Receptions|01/10/2109|234|123123|23123|1231232|APROBADO 91|99
911440008|1014271781|731540008|Jhonny Debtor Receptions|01/10/2110|234|123123|23123|1231232|APROBADO 92|99
911440008|1014271782|731540008|Jhonny Debtor Receptions|01/10/2110|234|123123|23123|1231232|APROBADO 92|99
911440008|1014271783|731540008|Jhonny Debtor Receptions|01/10/2111|234|123123|23123|1231232|APROBADO 93|99
911440008|1014271784|731540008|Jhonny Debtor Receptions|01/10/2111|234|123123|23123|1231232|APROBADO 93|99
911440008|1014271785|731540008|Jhonny Debtor Receptions|01/10/2112|234|123123|23123|1231232|APROBADO 94|99
911440008|1014271786|731540008|Jhonny Debtor Receptions|01/10/2112|234|123123|23123|1231232|APROBADO 94|99
911440008|1014271787|731540008|Jhonny Debtor Receptions|01/10/2113|234|123123|23123|1231232|APROBADO 95|99
911440008|1014271788|731540008|Jhonny Debtor Receptions|01/10/2113|234|123123|23123|1231232|APROBADO 95|99
911440008|1014271789|731540008|Jhonny Debtor Receptions|01/10/2114|234|123123|23123|1231232|APROBADO 96|99
911440008|1014271790|731540008|Jhonny Debtor Receptions|01/10/2114|234|123123|23123|1231232|APROBADO 96|99
911440008|1014271791|731540008|Jhonny Debtor Receptions|01/10/2115|234|123123|23123|1231232|APROBADO 97|99
911440008|1014271792|731540008|Jhonny Debtor Receptions|01/10/2115|234|123123|23123|1231232|APROBADO 97|99
911440008|1014271793|731540008|Jhonny Debtor Receptions|01/10/2116|234|123123|23123|1231232|APROBADO 98|99
911440008|1014271794|731540008|Jhonny Debtor Receptions|01/10/2116|234|123123|23123|1231232|APROBADO 98|99
911440008|1014271795|731540008|Jhonny Debtor Receptions|01/10/2117|234|123123|23123|1231232|APROBADO 99|99
911440008|1014271796|731540008|Jhonny Debtor Receptions|01/10/2117|234|123123|23123|1231232|APROBADO 99|99
911440008|1014271797|731540008|Jhonny Debtor Receptions|01/10/2118|234|123123|23123|1231232|APROBADO 100|99
911440008|1014271798|731540008|Jhonny Debtor Receptions|01/10/2118|234|123123|23123|1231232|APROBADO 100|99
911440008|1014271799|731540008|Jhonny Debtor Receptions|01/10/2119|234|123123|23123|1231232|APROBADO 101|99
911440008|1014271800|731540008|Jhonny Debtor Receptions|01/10/2119|234|123123|23123|1231232|APROBADO 101|99
911440008|1014271801|731540008|Jhonny Debtor Receptions|01/10/2120|234|123123|23123|1231232|APROBADO 102|99
911440008|1014271802|731540008|Jhonny Debtor Receptions|01/10/2120|234|123123|23123|1231232|APROBADO 102|99
911440008|1014271803|731540008|Jhonny Debtor Receptions|01/10/2121|234|123123|23123|1231232|APROBADO 103|99
911440008|1014271804|731540008|Jhonny Debtor Receptions|01/10/2121|234|123123|23123|1231232|APROBADO 103|99
911440008|1014271805|731540008|Jhonny Debtor Receptions|01/10/2122|234|123123|23123|1231232|APROBADO 104|99
911440008|1014271806|731540008|Jhonny Debtor Receptions|01/10/2122|234|123123|23123|1231232|APROBADO 104|99
911440008|1014271807|731540008|Jhonny Debtor Receptions|01/10/2123|234|123123|23123|1231232|APROBADO 105|99
911440008|1014271808|731540008|Jhonny Debtor Receptions|01/10/2123|234|123123|23123|1231232|APROBADO 105|99
911440008|1014271809|731540008|Jhonny Debtor Receptions|01/10/2124|234|123123|23123|1231232|APROBADO 106|99
911440008|1014271810|731540008|Jhonny Debtor Receptions|01/10/2124|234|123123|23123|1231232|APROBADO 106|99
911440008|1014271811|731540008|Jhonny Debtor Receptions|01/10/2125|234|123123|23123|1231232|APROBADO 107|99
911440008|1014271812|731540008|Jhonny Debtor Receptions|01/10/2125|234|123123|23123|1231232|APROBADO 107|99
911440008|1014271813|731540008|Jhonny Debtor Receptions|01/10/2126|234|123123|23123|1231232|APROBADO 108|99
911440008|1014271814|731540008|Jhonny Debtor Receptions|01/10/2126|234|123123|23123|1231232|APROBADO 108|99
911440008|1014271815|731540008|Jhonny Debtor Receptions|01/10/2127|234|123123|23123|1231232|APROBADO 109|99
911440008|1014271816|731540008|Jhonny Debtor Receptions|01/10/2127|234|123123|23123|1231232|APROBADO 109|99
911440008|1014271817|731540008|Jhonny Debtor Receptions|01/10/2128|234|123123|23123|1231232|APROBADO 110|99
911440008|1014271818|731540008|Jhonny Debtor Receptions|01/10/2128|234|123123|23123|1231232|APROBADO 110|99
911440008|1014271819|731540008|Jhonny Debtor Receptions|01/10/2129|234|123123|23123|1231232|APROBADO 111|99
911440008|1014271820|731540008|Jhonny Debtor Receptions|01/10/2129|234|123123|23123|1231232|APROBADO 111|99
911440008|1014271821|731540008|Jhonny Debtor Receptions|01/10/2130|234|123123|23123|1231232|APROBADO 112|99
911440008|1014271822|731540008|Jhonny Debtor Receptions|01/10/2130|234|123123|23123|1231232|APROBADO 112|99
911440008|1014271823|731540008|Jhonny Debtor Receptions|01/10/2131|234|123123|23123|1231232|APROBADO 113|99
911440008|1014271824|731540008|Jhonny Debtor Receptions|01/10/2131|234|123123|23123|1231232|APROBADO 113|99
911440008|1014271825|731540008|Jhonny Debtor Receptions|01/10/2132|234|123123|23123|1231232|APROBADO 114|99
911440008|1014271826|731540008|Jhonny Debtor Receptions|01/10/2132|234|123123|23123|1231232|APROBADO 114|99
911440008|1014271827|731540008|Jhonny Debtor Receptions|01/10/2133|234|123123|23123|1231232|APROBADO 115|99
911440008|1014271828|731540008|Jhonny Debtor Receptions|01/10/2133|234|123123|23123|1231232|APROBADO 115|99
911440008|1014271829|731540008|Jhonny Debtor Receptions|01/10/2134|234|123123|23123|1231232|APROBADO 116|99
911440008|1014271830|731540008|Jhonny Debtor Receptions|01/10/2134|234|123123|23123|1231232|APROBADO 116|99
911440008|1014271831|731540008|Jhonny Debtor Receptions|01/10/2135|234|123123|23123|1231232|APROBADO 117|99
911440008|1014271832|731540008|Jhonny Debtor Receptions|01/10/2135|234|123123|23123|1231232|APROBADO 117|99
911440008|1014271833|731540008|Jhonny Debtor Receptions|01/10/2136|234|123123|23123|1231232|APROBADO 118|99
911440008|1014271834|731540008|Jhonny Debtor Receptions|01/10/2136|234|123123|23123|1231232|APROBADO 118|99
911440008|1014271835|731540008|Jhonny Debtor Receptions|01/10/2137|234|123123|23123|1231232|APROBADO 119|99
911440008|1014271836|731540008|Jhonny Debtor Receptions|01/10/2137|234|123123|23123|1231232|APROBADO 119|99
911440008|1014271837|731540008|Jhonny Debtor Receptions|01/10/2138|234|123123|23123|1231232|APROBADO 120|99
911440008|1014271838|731540008|Jhonny Debtor Receptions|01/10/2138|234|123123|23123|1231232|APROBADO 120|99
911440008|1014271839|731540008|Jhonny Debtor Receptions|01/10/2139|234|123123|23123|1231232|APROBADO 121|99
911440008|1014271840|731540008|Jhonny Debtor Receptions|01/10/2139|234|123123|23123|1231232|APROBADO 121|99
911440008|1014271841|731540008|Jhonny Debtor Receptions|01/10/2140|234|123123|23123|1231232|APROBADO 122|99
911440008|1014271842|731540008|Jhonny Debtor Receptions|01/10/2140|234|123123|23123|1231232|APROBADO 122|99
911440008|1014271843|731540008|Jhonny Debtor Receptions|01/10/2141|234|123123|23123|1231232|APROBADO 123|99
